"Series";"Time";"Value"
"Total Network Transmitted";"2020-05-04T16:00:00+02:00";288088624.2105094
"Total Network Transmitted";"2020-05-04T16:00:05+02:00";286188083.33885217
"Total Network Transmitted";"2020-05-04T16:00:10+02:00";292717454.18107635
"Total Network Transmitted";"2020-05-04T16:00:15+02:00";289244121.2003996
"Total Network Transmitted";"2020-05-04T16:00:20+02:00";287536935.63338006
"Total Network Transmitted";"2020-05-04T16:00:25+02:00";294304633.4862392
"Total Network Transmitted";"2020-05-04T16:00:30+02:00";296414087.81406534
"Total Network Transmitted";"2020-05-04T16:00:35+02:00";288035189.76296324
"Total Network Transmitted";"2020-05-04T16:00:40+02:00";292433547.2000001
"Total Network Transmitted";"2020-05-04T16:00:45+02:00";294889838.3812621
"Total Network Transmitted";"2020-05-04T16:00:50+02:00";288023936
"Total Network Transmitted";"2020-05-04T16:00:55+02:00";292920188.8
"Total Network Transmitted";"2020-05-04T16:01:00+02:00";284512024
"Total Network Transmitted";"2020-05-04T16:01:05+02:00";293848673.175125
"Total Network Transmitted";"2020-05-04T16:01:10+02:00";296820911.83501196
"Total Network Transmitted";"2020-05-04T16:01:15+02:00";290006795.2256256
"Total Network Transmitted";"2020-05-04T16:01:20+02:00";293157083.9854429
"Total Network Transmitted";"2020-05-04T16:01:25+02:00";287537206.3999999
"Total Network Transmitted";"2020-05-04T16:01:30+02:00";295514092.8000001
"Total Network Transmitted";"2020-05-04T16:01:35+02:00";290608659.7372727
"Total Network Transmitted";"2020-05-04T16:01:40+02:00";283044043.30167425
"Total Network Transmitted";"2020-05-04T16:01:45+02:00";297258905.854989
"Total Network Transmitted";"2020-05-04T16:01:50+02:00";296238032.68045616
"Total Network Transmitted";"2020-05-04T16:01:55+02:00";291945901.3034786
"Total Network Transmitted";"2020-05-04T16:02:00+02:00";294529087.0810984
"Total Network Transmitted";"2020-05-04T16:02:05+02:00";291996775.7417083
"Total Network Transmitted";"2020-05-04T16:02:10+02:00";289612025.31249255
"Total Network Transmitted";"2020-05-04T16:02:15+02:00";289346342.03209925
"Total Network Transmitted";"2020-05-04T16:02:20+02:00";290660550.3999999
"Total Network Transmitted";"2020-05-04T16:02:25+02:00";293971905.9269746
"Total Network Transmitted";"2020-05-04T16:02:30+02:00";299837089.82122475
"Total Network Transmitted";"2020-05-04T16:02:35+02:00";299721807.84700936
"Total Network Transmitted";"2020-05-04T16:02:40+02:00";288254408.72273546
"Total Network Transmitted";"2020-05-04T16:02:45+02:00";284491559.0426885
"Total Network Transmitted";"2020-05-04T16:02:50+02:00";288337783.0171566
"Total Network Transmitted";"2020-05-04T16:02:55+02:00";293741606.4456777
"Total Network Transmitted";"2020-05-04T16:03:00+02:00";287587671.20801604
"Total Network Transmitted";"2020-05-04T16:03:05+02:00";302417669.02518994
"Total Network Transmitted";"2020-05-04T16:03:10+02:00";295468537.7310689
"Total Network Transmitted";"2020-05-04T16:03:15+02:00";289751879.7853238
"Total Network Transmitted";"2020-05-04T16:03:20+02:00";294396583.4582465
"Total Network Transmitted";"2020-05-04T16:03:25+02:00";295939189.6658672
"Total Network Transmitted";"2020-05-04T16:03:30+02:00";288305606.8662229
"Total Network Transmitted";"2020-05-04T16:03:35+02:00";280509581.70962197
"Total Network Transmitted";"2020-05-04T16:03:40+02:00";288225934.7045645
"Total Network Transmitted";"2020-05-04T16:03:45+02:00";293879256.9809351
"Total Network Transmitted";"2020-05-04T16:03:50+02:00";293366090.99283034
"Total Network Transmitted";"2020-05-04T16:03:55+02:00";296368879.4936305
"Total Network Transmitted";"2020-05-04T16:04:00+02:00";292130512
"Total Network Transmitted";"2020-05-04T16:04:05+02:00";289436379.2
"Total Network Transmitted";"2020-05-04T16:04:10+02:00";284217984.2378897
"Total Network Transmitted";"2020-05-04T16:04:15+02:00";291301610.5582065
"Total Network Transmitted";"2020-05-04T16:04:20+02:00";286989209.59999996
"Total Network Transmitted";"2020-05-04T16:04:25+02:00";286474452.80000013
"Total Network Transmitted";"2020-05-04T16:04:30+02:00";291991223.9817636
"Total Network Transmitted";"2020-05-04T16:04:35+02:00";297298560.0820108
"Total Network Transmitted";"2020-05-04T16:04:40+02:00";294010200.9227357
"Total Network Transmitted";"2020-05-04T16:04:45+02:00";287504026.3793558
"Total Network Transmitted";"2020-05-04T16:04:50+02:00";292657726.83703274
"Total Network Transmitted";"2020-05-04T16:04:55+02:00";295311735.98707205
"Total Network Transmitted";"2020-05-04T16:05:00+02:00";297111223.2387086
"Total Network Transmitted";"2020-05-04T16:05:05+02:00";296536822.7188486
"Total Network Transmitted";"2020-05-04T16:05:10+02:00";288953348.67008567
"Total Network Transmitted";"2020-05-04T16:05:15+02:00";294769644.792754
"Total Network Transmitted";"2020-05-04T16:05:20+02:00";290845765.1749794
"Total Network Transmitted";"2020-05-04T16:05:25+02:00";293394930.93636316
"Total Network Transmitted";"2020-05-04T16:05:30+02:00";290050222.0230769
"Total Network Transmitted";"2020-05-04T16:05:35+02:00";283648609.6
"Total Network Transmitted";"2020-05-04T16:05:40+02:00";291144922.21459717
"Total Network Transmitted";"2020-05-04T16:05:45+02:00";291562120.73070616
"Total Network Transmitted";"2020-05-04T16:05:50+02:00";302745456.93677264
"Total Network Transmitted";"2020-05-04T16:05:55+02:00";286973448.5035058
"Total Network Transmitted";"2020-05-04T16:06:00+02:00";288661256.2235289
"Total Network Transmitted";"2020-05-04T16:06:05+02:00";292911577.7131307
"Total Network Transmitted";"2020-05-04T16:06:10+02:00";290884821.01459885
"Total Network Transmitted";"2020-05-04T16:06:15+02:00";295173479.4910981
"Total Network Transmitted";"2020-05-04T16:06:20+02:00";288332538.9945189
"Total Network Transmitted";"2020-05-04T16:06:25+02:00";288573047.6742772
"Total Network Transmitted";"2020-05-04T16:06:30+02:00";296740713.9991657
"Total Network Transmitted";"2020-05-04T16:06:35+02:00";288610597.8784242
"Total Network Transmitted";"2020-05-04T16:06:40+02:00";288775017.7565114
"Total Network Transmitted";"2020-05-04T16:06:45+02:00";293617630.4131226
"Total Network Transmitted";"2020-05-04T16:06:50+02:00";289026384.8425095
"Total Network Transmitted";"2020-05-04T16:06:55+02:00";299896898.6380759
"Total Network Transmitted";"2020-05-04T16:07:00+02:00";292529430.4000001
"Total Network Transmitted";"2020-05-04T16:07:05+02:00";289481400
"Total Network Transmitted";"2020-05-04T16:07:10+02:00";302109127.8019961
"Total Network Transmitted";"2020-05-04T16:07:15+02:00";289096509.7426853
"Total Network Transmitted";"2020-05-04T16:07:20+02:00";289491247.9999999
"Total Network Transmitted";"2020-05-04T16:07:25+02:00";291122841.6130911
"Total Network Transmitted";"2020-05-04T16:07:30+02:00";287101529.95117253
"Total Network Transmitted";"2020-05-04T16:07:35+02:00";287580142.4
"Total Network Transmitted";"2020-05-04T16:07:40+02:00";285479183.18886685
"Total Network Transmitted";"2020-05-04T16:07:45+02:00";289522084.6978477
"Total Network Transmitted";"2020-05-04T16:07:50+02:00";287930864.46441287
"Total Network Transmitted";"2020-05-04T16:07:55+02:00";288149155.1999999
"Total Network Transmitted";"2020-05-04T16:08:00+02:00";285494321.59999996
"Total Network Transmitted";"2020-05-04T16:08:05+02:00";283472463.99999994
"Total Network Transmitted";"2020-05-04T16:08:10+02:00";287984337.928372
"Total Network Transmitted";"2020-05-04T16:08:15+02:00";288684820.2904704
"Total Network Transmitted";"2020-05-04T16:08:20+02:00";291773234.46626765
"Total Network Transmitted";"2020-05-04T16:08:25+02:00";297580633.4362637
"Total Network Transmitted";"2020-05-04T16:08:30+02:00";296019587.03293175
