"Series";"Time";"Value"
"Total apps memory used";"2020-05-04T13:48:10+02:00";8071819264
"Total apps memory used";"2020-05-04T13:48:15+02:00";8087728128
"Total apps memory used";"2020-05-04T13:48:20+02:00";8075509760
"Total apps memory used";"2020-05-04T13:48:25+02:00";8087625728
"Total apps memory used";"2020-05-04T13:48:30+02:00";8075452416
"Total apps memory used";"2020-05-04T13:48:35+02:00";8069586944
"Total apps memory used";"2020-05-04T13:48:40+02:00";8086212608
"Total apps memory used";"2020-05-04T13:48:45+02:00";8075747328
"Total apps memory used";"2020-05-04T13:48:50+02:00";8073678848
"Total apps memory used";"2020-05-04T13:48:55+02:00";8079769600
"Total apps memory used";"2020-05-04T13:49:00+02:00";8080355328
"Total apps memory used";"2020-05-04T13:49:05+02:00";8095461376
"Total apps memory used";"2020-05-04T13:49:10+02:00";8076791808
"Total apps memory used";"2020-05-04T13:49:15+02:00";8085712896
"Total apps memory used";"2020-05-04T13:49:20+02:00";8074854400
"Total apps memory used";"2020-05-04T13:49:25+02:00";8082395136
"Total apps memory used";"2020-05-04T13:49:30+02:00";8077545472
"Total apps memory used";"2020-05-04T13:49:35+02:00";8080498688
"Total apps memory used";"2020-05-04T13:49:40+02:00";8090857472
"Total apps memory used";"2020-05-04T13:49:45+02:00";8091254784
"Total apps memory used";"2020-05-04T13:49:50+02:00";8081014784
"Total apps memory used";"2020-05-04T13:49:55+02:00";8084729856
"Total apps memory used";"2020-05-04T13:50:00+02:00";8084897792
"Total apps memory used";"2020-05-04T13:50:05+02:00";8070963200
"Total apps memory used";"2020-05-04T13:50:10+02:00";8085385216
"Total apps memory used";"2020-05-04T13:50:15+02:00";8084922368
"Total apps memory used";"2020-05-04T13:50:20+02:00";8081375232
"Total apps memory used";"2020-05-04T13:50:25+02:00";8086867968
"Total apps memory used";"2020-05-04T13:50:30+02:00";8083738624
"Total apps memory used";"2020-05-04T13:50:35+02:00";8094019584
"Total apps memory used";"2020-05-04T13:50:40+02:00";8088354816
"Total apps memory used";"2020-05-04T13:50:45+02:00";8082223104
"Total apps memory used";"2020-05-04T13:50:50+02:00";8091279360
"Total apps memory used";"2020-05-04T13:50:55+02:00";8090521600
"Total apps memory used";"2020-05-04T13:51:00+02:00";8086753280
"Total apps memory used";"2020-05-04T13:51:05+02:00";8099315712
"Total apps memory used";"2020-05-04T13:51:10+02:00";8113639424
"Total apps memory used";"2020-05-04T13:51:15+02:00";8098267136
"Total apps memory used";"2020-05-04T13:51:20+02:00";8100687872
"Total apps memory used";"2020-05-04T13:51:25+02:00";8087023616
"Total apps memory used";"2020-05-04T13:51:30+02:00";8105562112
"Total apps memory used";"2020-05-04T13:51:35+02:00";8103174144
"Total apps memory used";"2020-05-04T13:51:40+02:00";8099819520
"Total apps memory used";"2020-05-04T13:51:45+02:00";8098058240
"Total apps memory used";"2020-05-04T13:51:50+02:00";8102195200
"Total apps memory used";"2020-05-04T13:51:55+02:00";8102895616
"Total apps memory used";"2020-05-04T13:52:00+02:00";8103104512
"Total apps memory used";"2020-05-04T13:52:05+02:00";8095166464
"Total apps memory used";"2020-05-04T13:52:10+02:00";8108560384
"Total apps memory used";"2020-05-04T13:52:15+02:00";8086626304
"Total apps memory used";"2020-05-04T13:52:20+02:00";8102555648
"Total apps memory used";"2020-05-04T13:52:25+02:00";8106745856
"Total apps memory used";"2020-05-04T13:52:30+02:00";8093818880
"Total apps memory used";"2020-05-04T13:52:35+02:00";8115019776
"Total apps memory used";"2020-05-04T13:52:40+02:00";8106139648
"Total apps memory used";"2020-05-04T13:52:45+02:00";8112476160
"Total apps memory used";"2020-05-04T13:52:50+02:00";8119111680
"Total apps memory used";"2020-05-04T13:52:55+02:00";8109408256
"Total apps memory used";"2020-05-04T13:53:00+02:00";8118841344
"Total apps memory used";"2020-05-04T13:53:05+02:00";8110411776
"Total apps memory used";"2020-05-04T13:53:10+02:00";8105644032
"Total apps memory used";"2020-05-04T13:53:15+02:00";8102989824
"Total apps memory used";"2020-05-04T13:53:20+02:00";8119033856
"Total apps memory used";"2020-05-04T13:53:25+02:00";8112300032
"Total apps memory used";"2020-05-04T13:53:30+02:00";8110956544
"Total apps memory used";"2020-05-04T13:53:35+02:00";8139120640
"Total apps memory used";"2020-05-04T13:53:40+02:00";8110944256
"Total apps memory used";"2020-05-04T13:53:45+02:00";8109408256
"Total apps memory used";"2020-05-04T13:53:50+02:00";8117870592
"Total apps memory used";"2020-05-04T13:53:55+02:00";8098533376
"Total apps memory used";"2020-05-04T13:54:00+02:00";8103731200
"Total apps memory used";"2020-05-04T13:54:05+02:00";8121733120
"Total apps memory used";"2020-05-04T13:54:10+02:00";8117694464
"Total apps memory used";"2020-05-04T13:54:15+02:00";8113078272
"Total apps memory used";"2020-05-04T13:54:20+02:00";8102887424
"Total apps memory used";"2020-05-04T13:54:25+02:00";8119164928
"Total apps memory used";"2020-05-04T13:54:30+02:00";8102887424
"Total apps memory used";"2020-05-04T13:54:35+02:00";8112607232
"Total apps memory used";"2020-05-04T13:54:40+02:00";8107388928
"Total apps memory used";"2020-05-04T13:54:45+02:00";8107155456
"Total apps memory used";"2020-05-04T13:54:50+02:00";8121151488
"Total apps memory used";"2020-05-04T13:54:55+02:00";8112041984
