"Series";"Time";"Value"
"Total apps memory used";"2020-05-04T13:36:10+02:00";7958056960
"Total apps memory used";"2020-05-04T13:36:15+02:00";7963295744
"Total apps memory used";"2020-05-04T13:36:20+02:00";7959285760
"Total apps memory used";"2020-05-04T13:36:25+02:00";7956881408
"Total apps memory used";"2020-05-04T13:36:30+02:00";7951437824
"Total apps memory used";"2020-05-04T13:36:35+02:00";7965974528
"Total apps memory used";"2020-05-04T13:36:40+02:00";7970799616
"Total apps memory used";"2020-05-04T13:36:45+02:00";7960768512
"Total apps memory used";"2020-05-04T13:36:50+02:00";7962431488
"Total apps memory used";"2020-05-04T13:36:55+02:00";7964880896
"Total apps memory used";"2020-05-04T13:37:00+02:00";7976169472
"Total apps memory used";"2020-05-04T13:37:05+02:00";7974273024
"Total apps memory used";"2020-05-04T13:37:10+02:00";7957241856
"Total apps memory used";"2020-05-04T13:37:15+02:00";7973572608
"Total apps memory used";"2020-05-04T13:37:20+02:00";7966511104
"Total apps memory used";"2020-05-04T13:37:25+02:00";7965929472
"Total apps memory used";"2020-05-04T13:37:30+02:00";7969914880
"Total apps memory used";"2020-05-04T13:37:35+02:00";7963078656
"Total apps memory used";"2020-05-04T13:37:40+02:00";7966064640
"Total apps memory used";"2020-05-04T13:37:45+02:00";7958339584
"Total apps memory used";"2020-05-04T13:37:50+02:00";7966318592
"Total apps memory used";"2020-05-04T13:37:55+02:00";7954694144
"Total apps memory used";"2020-05-04T13:38:00+02:00";7977750528
"Total apps memory used";"2020-05-04T13:38:05+02:00";7965556736
"Total apps memory used";"2020-05-04T13:38:10+02:00";7964848128
"Total apps memory used";"2020-05-04T13:38:15+02:00";7969640448
"Total apps memory used";"2020-05-04T13:38:20+02:00";7968329728
"Total apps memory used";"2020-05-04T13:38:25+02:00";7992299520
"Total apps memory used";"2020-05-04T13:38:30+02:00";7969902592
"Total apps memory used";"2020-05-04T13:38:35+02:00";7967318016
"Total apps memory used";"2020-05-04T13:38:40+02:00";7980347392
"Total apps memory used";"2020-05-04T13:38:45+02:00";7961792512
"Total apps memory used";"2020-05-04T13:38:50+02:00";7957815296
"Total apps memory used";"2020-05-04T13:38:55+02:00";7973695488
"Total apps memory used";"2020-05-04T13:39:00+02:00";7966367744
"Total apps memory used";"2020-05-04T13:39:05+02:00";7971864576
"Total apps memory used";"2020-05-04T13:39:10+02:00";7975829504
"Total apps memory used";"2020-05-04T13:39:15+02:00";7970291712
"Total apps memory used";"2020-05-04T13:39:20+02:00";7983845376
"Total apps memory used";"2020-05-04T13:39:25+02:00";7976968192
"Total apps memory used";"2020-05-04T13:39:30+02:00";7976452096
"Total apps memory used";"2020-05-04T13:39:35+02:00";7963447296
