timeStamp,elapsed,label,success,Latency
1588594883149,120,Home,true,116
1588594883222,49,Home,true,49
1588594883149,120,Home,true,118
1588594883320,36,Home,true,36
1588594883421,43,Home,true,43
1588594883520,39,Home,true,39
1588594883613,33,Home,true,33
1588594883715,91,Home,true,91
1588594883816,79,Home,true,79
1588594883908,212,Home,true,212
1588594884007,122,Home,true,122
1588594884108,47,Home,true,47
1588594884209,112,Home,true,112
1588594884312,34,Home,true,34
1588594884408,34,Home,true,34
1588594884507,31,Home,true,31
1588594884608,91,Home,true,91
1588594884708,166,Home,true,166
1588594884816,73,Home,true,73
1588594884910,42,Home,true,41
1588594883719,1350,Login,true,1267
1588594883620,1453,Login,true,1354
1588594883421,1684,Login,true,1563
1588594883812,1297,Login,true,1170
1588594884015,1095,Login,true,976
1588594884907,215,Login,true,63
1588594884607,522,Login,true,387
1588594884807,323,Login,true,169
1588594884706,424,Login,true,308
1588594884511,620,Login,true,461
1588594883328,1804,Login,true,1675
1588594884307,826,Login,true,665
1588594883281,1860,Login,true,1711
1588594884122,1023,Login,true,894
1588594884207,940,Login,true,773
1588594884408,736,Login,true,586
1588594883915,1241,Login,true,1099
1588594883519,1651,Login,true,1491
1588594885071,185,List Products,true,175
1588594885134,124,List Products,true,119
1588594885110,198,Login,true,35
1588594885015,294,Login,true,99
1588594885132,223,List Products,true,217
1588594885131,358,List Products,true,353
1588594885147,1298,List Products,true,1280
1588594885310,1146,List Products,true,1132
1588594885106,1351,List Products,true,1346
1588594885148,1312,List Products,true,1277
1588594885148,1372,List Products,true,1362
1588594885142,1400,List Products,true,1366
1588594885124,1425,List Products,true,1393
1588594885110,1439,List Products,true,1400
1588594885133,1425,List Products,true,1421
1588594885132,1430,List Products,true,1364
1588594885131,1508,List Products,true,1500
1588594885157,1489,List Products,true,1483
1588594885075,1572,List Products,true,1566
1588594885171,1483,List Products,true,1459
1588594885310,1828,List Products,true,1823
1588594885111,2119,List Products,true,2114
1588594886649,1169,Look at Product,true,1163
1588594886462,1368,Look at Product,true,1362
1588594886545,1286,Look at Product,true,1274
1588594886522,1309,Look at Product,true,1298
1588594887233,600,Look at Product,true,588
1588594886459,1374,Look at Product,true,1367
1588594887140,694,Look at Product,true,678
1588594886449,1386,Look at Product,true,1373
1588594886657,1177,Look at Product,true,1164
1588594886551,1285,Look at Product,true,1273
1588594885491,2346,Look at Product,true,2331
1588594886566,1272,Look at Product,true,1261
1588594886458,1381,Look at Product,true,1369
1588594886649,1189,Look at Product,true,1172
1588594885271,2570,Look at Product,true,2554
1588594886562,1280,Look at Product,true,1265
1588594885335,2508,Look at Product,true,2491
1588594885357,2487,Look at Product,true,2470
1588594886551,1294,Look at Product,true,1274
1588594886642,1206,Look at Product,true,1183
1588594887843,1449,Add Product to Cart,true,235
1588594887837,1457,Add Product to Cart,true,250
1588594887850,1445,Add Product to Cart,true,234
1588594887843,1453,Add Product to Cart,true,242
1588594887840,1457,Add Product to Cart,true,236
1588594887832,1473,Add Product to Cart,true,234
1588594887832,1473,Add Product to Cart,true,257
1588594887836,1471,Add Product to Cart,true,223
1588594887839,1468,Add Product to Cart,true,249
1588594887842,1466,Add Product to Cart,true,235
1588594887835,1474,Add Product to Cart,true,239
1588594887834,1474,Add Product to Cart,true,224
1588594887837,1472,Add Product to Cart,true,220
1588594887833,1478,Add Product to Cart,true,260
1588594887845,1464,Add Product to Cart,true,225
1588594887831,1482,Add Product to Cart,true,233
1588594887820,1492,Add Product to Cart,true,240
1588594887845,1471,Add Product to Cart,true,217
1588594887840,1480,Add Product to Cart,true,243
1588594887837,1491,Add Product to Cart,true,225
1588594889308,105,List Products with different page,true,101
1588594889306,111,List Products with different page,true,103
1588594889309,115,List Products with different page,true,110
1588594889306,155,List Products with different page,true,150
1588594889329,136,List Products with different page,true,128
1588594889311,156,List Products with different page,true,151
1588594889510,138,Add Product 2 to Cart,true,31
1588594889529,179,Add Product 2 to Cart,true,23
1588594889506,203,Add Product 2 to Cart,true,47
1588594889512,199,Add Product 2 to Cart,true,32
1588594889506,207,Add Product 2 to Cart,true,46
1588594889508,213,Add Product 2 to Cart,true,42
1588594889710,335,Logout,true,301
1588594889722,331,Logout,true,290
1588594889714,342,Logout,true,301
1588594889710,347,Logout,true,305
1588594889712,346,Logout,true,300
1588594890049,18,Home,true,18
1588594890054,25,Home,true,25
1588594890058,23,Home,true,23
1588594890057,29,Home,true,29
1588594890059,31,Home,true,31
1588594889730,387,Logout,true,283
1588594890118,55,Home,true,55
1588594889314,945,List Products with different page,true,940
1588594889297,993,List Products with different page,true,992
1588594889294,1027,List Products with different page,true,1023
1588594890258,87,Login,true,50
1588594890259,97,Login,true,52
1588594890249,110,Login,true,57
1588594890254,104,Login,true,66
1588594890258,102,Login,true,60
1588594890319,88,Login,true,42
1588594890261,161,Add Product 2 to Cart,true,49
1588594889298,1137,List Products with different page,true,1134
1588594890304,159,Add Product 2 to Cart,true,20
1588594889311,1172,List Products with different page,true,1169
1588594890323,173,Add Product 2 to Cart,true,29
1588594890461,41,Logout,true,11
1588594890458,71,List Products,true,68
1588594890459,89,List Products,true,84
1588594889309,1239,List Products with different page,true,1224
1588594890454,95,List Products,true,89
1588594890503,48,Logout,true,17
1588594890458,92,List Products,true,71
1588594890449,104,List Products,true,84
1588594890523,46,Logout,true,15
1588594890436,145,Add Product 2 to Cart,true,16
1588594889313,1268,List Products with different page,true,1266
1588594890519,61,List Products,true,59
1588594890484,112,Add Product 2 to Cart,true,19
1588594889312,1302,List Products with different page,true,1299
1588594890550,87,Add Product 2 to Cart,true,22
1588594889317,1363,List Products with different page,true,1360
1588594890636,46,Logout,true,10
1588594889311,1373,List Products with different page,true,1371
1588594889321,1372,List Products with different page,true,1367
1588594889295,1407,List Products with different page,true,1404
1588594890584,130,Add Product 2 to Cart,true,13
1588594890661,55,Home,true,55
1588594890703,29,Home,true,29
1588594889297,1441,List Products with different page,true,1436
1588594890616,133,Add Product 2 to Cart,true,16
1588594889312,1439,List Products with different page,true,1436
1588594890723,47,Home,true,47
1588594890685,85,Logout,true,9
1588594890658,140,Look at Product,true,134
1588594890659,144,Look at Product,true,143
1588594890654,156,Look at Product,true,155
1588594890658,156,Look at Product,true,156
1588594890650,181,Look at Product,true,177
1588594890682,157,Add Product 2 to Cart,true,25
1588594890695,146,Add Product 2 to Cart,true,28
1588594890686,169,Add Product 2 to Cart,true,27
1588594890817,39,Logout,true,9
1588594890836,23,Home,true,22
1588594890784,76,Logout,true,13
1588594890750,115,Logout,true,33
1588594890885,20,Home,true,20
1588594890861,49,Login,true,30
1588594890719,196,Look at Product,true,195
1588594890739,181,Add Product 2 to Cart,true,35
1588594890753,168,Add Product 2 to Cart,true,36
1588594890704,217,Add Product 2 to Cart,true,50
1588594890886,38,Logout,true,13
1588594890882,42,Logout,true,10
1588594890895,36,Logout,true,12
1588594890922,48,Logout,true,19
1588594890950,21,Home,true,21
1588594890903,89,Login,true,41
1588594890923,81,Login,true,50
1588594890939,67,Logout,true,11
1588594890985,40,Home,true,40
1588594890953,75,Logout,true,23
1588594891016,24,Home,true,24
1588594890858,221,Add Product to Cart,true,23
1588594890859,237,Add Product to Cart,true,21
1588594891082,16,Home,true,16
1588594890849,257,Add Product to Cart,true,15
1588594890919,186,Add Product to Cart,true,25
1588594891086,21,Home,true,21
1588594890858,253,Add Product to Cart,true,16
