"Series";"Time";"Value"
"Total Network Transmitted";"2020-05-04T15:04:35+02:00";1151624087.9157329
"Total Network Transmitted";"2020-05-04T15:04:40+02:00";1163594139.1999998
"Total Network Transmitted";"2020-05-04T15:04:45+02:00";1161117346.9269853
"Total Network Transmitted";"2020-05-04T15:04:50+02:00";1148061815.0447762
"Total Network Transmitted";"2020-05-04T15:04:55+02:00";1135270392.6054838
"Total Network Transmitted";"2020-05-04T15:05:00+02:00";1190833836.248479
"Total Network Transmitted";"2020-05-04T15:05:05+02:00";1168181388.2098658
"Total Network Transmitted";"2020-05-04T15:05:10+02:00";1161622484.677857
"Total Network Transmitted";"2020-05-04T15:05:15+02:00";1167363562.3235826
"Total Network Transmitted";"2020-05-04T15:05:20+02:00";1135143250.3969548
"Total Network Transmitted";"2020-05-04T15:05:25+02:00";1172776111.5376797
"Total Network Transmitted";"2020-05-04T15:05:30+02:00";1178601991.7314847
"Total Network Transmitted";"2020-05-04T15:05:35+02:00";1151041081.8412058
"Total Network Transmitted";"2020-05-04T15:05:40+02:00";1146245119.9673662
"Total Network Transmitted";"2020-05-04T15:05:45+02:00";1161003093.633709
"Total Network Transmitted";"2020-05-04T15:05:50+02:00";1147321139.3228762
"Total Network Transmitted";"2020-05-04T15:05:55+02:00";1159470101.4550202
"Total Network Transmitted";"2020-05-04T15:06:00+02:00";1165264922.210656
"Total Network Transmitted";"2020-05-04T15:06:05+02:00";1145854657.0770936
"Total Network Transmitted";"2020-05-04T15:06:10+02:00";1169096980.2014518
"Total Network Transmitted";"2020-05-04T15:06:15+02:00";1182260988.731656
"Total Network Transmitted";"2020-05-04T15:06:20+02:00";1165714966.3968263
"Total Network Transmitted";"2020-05-04T15:06:25+02:00";1143786507.056537
"Total Network Transmitted";"2020-05-04T15:06:30+02:00";1138703137.6
"Total Network Transmitted";"2020-05-04T15:06:35+02:00";1156427076.5525405
"Total Network Transmitted";"2020-05-04T15:06:40+02:00";1157755413.6636941
"Total Network Transmitted";"2020-05-04T15:06:45+02:00";1148688923.3718631
"Total Network Transmitted";"2020-05-04T15:06:50+02:00";1159424616.140287
"Total Network Transmitted";"2020-05-04T15:06:55+02:00";1138401048.6920352
"Total Network Transmitted";"2020-05-04T15:07:00+02:00";1171624762.7147737
"Total Network Transmitted";"2020-05-04T15:07:05+02:00";1169254782.7454526
"Total Network Transmitted";"2020-05-04T15:07:10+02:00";1140731161.9402366
"Total Network Transmitted";"2020-05-04T15:07:15+02:00";1152405593.2504203
