"Series";"Time";"Value"
"Total Network Received";"2020-05-04T15:04:35+02:00";1140249331.5760744
"Total Network Received";"2020-05-04T15:04:40+02:00";1154367011.2000003
"Total Network Received";"2020-05-04T15:04:45+02:00";1152832917.0698137
"Total Network Received";"2020-05-04T15:04:50+02:00";1137201509.874627
"Total Network Received";"2020-05-04T15:04:55+02:00";1127727616.0823977
"Total Network Received";"2020-05-04T15:05:00+02:00";1180973321.096556
"Total Network Received";"2020-05-04T15:05:05+02:00";1157548320.0394423
"Total Network Received";"2020-05-04T15:05:10+02:00";1153859656.7227483
"Total Network Received";"2020-05-04T15:05:15+02:00";1152871083.3973832
"Total Network Received";"2020-05-04T15:05:20+02:00";1124092039.7866144
"Total Network Received";"2020-05-04T15:05:25+02:00";1167894653.1370773
"Total Network Received";"2020-05-04T15:05:30+02:00";1167956043.7073362
"Total Network Received";"2020-05-04T15:05:35+02:00";1141033370.6211054
"Total Network Received";"2020-05-04T15:05:40+02:00";1137709746.090462
"Total Network Received";"2020-05-04T15:05:45+02:00";1150334170.793442
"Total Network Received";"2020-05-04T15:05:50+02:00";1136131511.2882934
"Total Network Received";"2020-05-04T15:05:55+02:00";1151382767.6494517
"Total Network Received";"2020-05-04T15:06:00+02:00";1151849658.0033395
"Total Network Received";"2020-05-04T15:06:05+02:00";1137663140.262976
"Total Network Received";"2020-05-04T15:06:10+02:00";1159770720.2268116
"Total Network Received";"2020-05-04T15:06:15+02:00";1173790157.9457467
"Total Network Received";"2020-05-04T15:06:20+02:00";1154827563.4237957
"Total Network Received";"2020-05-04T15:06:25+02:00";1134136126.906267
"Total Network Received";"2020-05-04T15:06:30+02:00";1130991969.6
"Total Network Received";"2020-05-04T15:06:35+02:00";1143599643.6925395
"Total Network Received";"2020-05-04T15:06:40+02:00";1149069942.001954
"Total Network Received";"2020-05-04T15:06:45+02:00";1141620979.7798562
"Total Network Received";"2020-05-04T15:06:50+02:00";1148919970.923933
"Total Network Received";"2020-05-04T15:06:55+02:00";1129340009.4606886
"Total Network Received";"2020-05-04T15:07:00+02:00";1161267234.5655637
"Total Network Received";"2020-05-04T15:07:05+02:00";1158512136.321453
"Total Network Received";"2020-05-04T15:07:10+02:00";1131943920.7616217
"Total Network Received";"2020-05-04T15:07:15+02:00";1140433966.7566228
"Total Network Received";"2020-05-04T15:07:20+02:00";1124799840.0501547
"Total Network Received";"2020-05-04T15:07:25+02:00";1129649214.2609148
"Total Network Received";"2020-05-04T15:07:30+02:00";1149246877.3958344
"Total Network Received";"2020-05-04T15:07:35+02:00";1139231926.7949593
"Total Network Received";"2020-05-04T15:07:40+02:00";1149904932.5253134
"Total Network Received";"2020-05-04T15:07:45+02:00";1184492322.2201157
"Total Network Received";"2020-05-04T15:07:50+02:00";1162489822.8567052
"Total Network Received";"2020-05-04T15:07:55+02:00";1140281433.3663614
"Total Network Received";"2020-05-04T15:08:00+02:00";1118071598.1768851
"Total Network Received";"2020-05-04T15:08:05+02:00";1130602304.7000353
"Total Network Received";"2020-05-04T15:08:10+02:00";1146639385.1820269
"Total Network Received";"2020-05-04T15:08:15+02:00";1164112125.9506996
"Total Network Received";"2020-05-04T15:08:20+02:00";1167221865.480513
"Total Network Received";"2020-05-04T15:08:25+02:00";1162508068.4660127
"Total Network Received";"2020-05-04T15:08:30+02:00";1172929869.258627
"Total Network Received";"2020-05-04T15:08:35+02:00";1144876365.1586084
"Total Network Received";"2020-05-04T15:08:40+02:00";1138573789.2221162
"Total Network Received";"2020-05-04T15:08:45+02:00";1143605853.5704076
"Total Network Received";"2020-05-04T15:08:50+02:00";1154383679.893955
"Total Network Received";"2020-05-04T15:08:55+02:00";1134920721.1222825
"Total Network Received";"2020-05-04T15:09:00+02:00";1161627045.6968763
"Total Network Received";"2020-05-04T15:09:05+02:00";1143805014.750595
"Total Network Received";"2020-05-04T15:09:10+02:00";1160711785.8899724
"Total Network Received";"2020-05-04T15:09:15+02:00";1178740387.6767313
"Total Network Received";"2020-05-04T15:09:20+02:00";1160521970.2660193
"Total Network Received";"2020-05-04T15:09:25+02:00";1146685864.41175
"Total Network Received";"2020-05-04T15:09:30+02:00";1174016733.98292
"Total Network Received";"2020-05-04T15:09:35+02:00";1133161930.4144022
"Total Network Received";"2020-05-04T15:09:40+02:00";1184603028.3503096
"Total Network Received";"2020-05-04T15:09:45+02:00";1161692017.7587702
"Total Network Received";"2020-05-04T15:09:50+02:00";1161212141.2606604
"Total Network Received";"2020-05-04T15:09:55+02:00";1174824507.3924043
"Total Network Received";"2020-05-04T15:10:00+02:00";1156621197.3570673
"Total Network Received";"2020-05-04T15:10:05+02:00";1136088699.0463119
"Total Network Received";"2020-05-04T15:10:10+02:00";1136539655.0429158
"Total Network Received";"2020-05-04T15:10:15+02:00";1136027954.4321055
"Total Network Received";"2020-05-04T15:10:20+02:00";1151862975.0786715
"Total Network Received";"2020-05-04T15:10:25+02:00";1158760361.7246227
"Total Network Received";"2020-05-04T15:10:30+02:00";1153269734.4257107
"Total Network Received";"2020-05-04T15:10:35+02:00";1144572677.7127266
"Total Network Received";"2020-05-04T15:10:40+02:00";1143801934.0797253
"Total Network Received";"2020-05-04T15:10:45+02:00";1143237675.3305519
"Total Network Received";"2020-05-04T15:10:50+02:00";1164334152.8012047
"Total Network Received";"2020-05-04T15:10:55+02:00";1134962377.7296069
"Total Network Received";"2020-05-04T15:11:00+02:00";1144268401.0030348
"Total Network Received";"2020-05-04T15:11:05+02:00";1154191933.841472
"Total Network Received";"2020-05-04T15:11:10+02:00";1164992652.1828434
"Total Network Received";"2020-05-04T15:11:15+02:00";1152878990.2261536
"Total Network Received";"2020-05-04T15:11:20+02:00";1144334411.6773493
"Total Network Received";"2020-05-04T15:11:25+02:00";1138398802.4423106
"Total Network Received";"2020-05-04T15:11:30+02:00";1152113734.109369
"Total Network Received";"2020-05-04T15:11:35+02:00";1147554364.7110462
"Total Network Received";"2020-05-04T15:11:40+02:00";1136621721.8690727
"Total Network Received";"2020-05-04T15:11:45+02:00";1138836645.823227
"Total Network Received";"2020-05-04T15:11:50+02:00";1155832986.8230367
"Total Network Received";"2020-05-04T15:11:55+02:00";1162855010.2961643
"Total Network Received";"2020-05-04T15:12:00+02:00";1140328532.7836843
"Total Network Received";"2020-05-04T15:12:05+02:00";1138761485.7078953
"Total Network Received";"2020-05-04T15:12:10+02:00";1149432046.4751384
"Total Network Received";"2020-05-04T15:12:15+02:00";1160868726.2438712
"Total Network Received";"2020-05-04T15:12:20+02:00";1122915081.325092
"Total Network Received";"2020-05-04T15:12:25+02:00";1144679771.0662572
"Total Network Received";"2020-05-04T15:12:30+02:00";1153025313.4201257
"Total Network Received";"2020-05-04T15:12:35+02:00";1131371599.8917303
"Total Network Received";"2020-05-04T15:12:40+02:00";1147081484.3904796
"Total Network Received";"2020-05-04T15:12:45+02:00";1138003414.704185
"Total Network Received";"2020-05-04T15:12:50+02:00";1123723472.285228
"Total Network Received";"2020-05-04T15:12:55+02:00";1131650498.4263947
"Total Network Received";"2020-05-04T15:13:00+02:00";1152039663.733532
"Total Network Received";"2020-05-04T15:13:05+02:00";1164693831.8742115
"Total Network Received";"2020-05-04T15:13:10+02:00";1158872591.291358
"Total Network Received";"2020-05-04T15:13:15+02:00";1143175439.526352
"Total Network Received";"2020-05-04T15:13:20+02:00";1134985858.9874778
"Total Network Received";"2020-05-04T15:13:25+02:00";1147074368.85794
"Total Network Received";"2020-05-04T15:13:30+02:00";1158185948.4210906
"Total Network Received";"2020-05-04T15:13:35+02:00";1164015295.4940586
"Total Network Received";"2020-05-04T15:13:40+02:00";1158016672.9995937
"Total Network Received";"2020-05-04T15:13:45+02:00";1159751809.0629544
"Total Network Received";"2020-05-04T15:13:50+02:00";1158451670.6144276
"Total Network Received";"2020-05-04T15:13:55+02:00";1157294975.69265
"Total Network Received";"2020-05-04T15:14:00+02:00";1146123898.3254516
"Total Network Received";"2020-05-04T15:14:05+02:00";1159913087.505182
"Total Network Received";"2020-05-04T15:14:10+02:00";1139345798.4439223
