timeStamp,elapsed,label,success,Latency
1588589577662,4323,Home,false,4317
1588589578998,3032,Home,true,3031
1588589577919,4111,Home,true,4111
1588589577662,4369,Home,true,4369
1588589578119,3914,Home,true,3914
1588589578810,3226,Home,true,3226
1588589578915,3120,Home,true,3119
1588589577723,4316,Home,true,4316
1588589577821,4220,Home,true,4220
1588589579098,2943,Home,true,2943
1588589578311,3732,Home,true,3732
1588589578499,3545,Home,true,3540
1588589578214,3830,Home,true,3830
1588589578018,4029,Home,true,4029
1588589579297,2751,Home,true,2751
1588589578413,3635,Home,true,3634
1588589579398,2651,Home,true,2651
1588589578706,3345,Home,true,3345
1588589579198,2853,Home,true,2853
1588589578606,3446,Home,true,3446
1588589582038,2064,Login,true,1949
1588589582045,2057,Login,true,1925
1588589582049,2055,Login,true,1922
1588589582054,2051,Login,true,1924
1588589582049,2059,Login,true,1955
1588589582033,2078,Login,true,1942
1588589582033,2086,Login,true,1988
1588589582035,2097,Login,true,1961
1588589582054,2079,Login,true,1946
1588589582037,2100,Login,true,1934
1588589582049,2089,Login,true,1949
1588589582045,2096,Login,true,1930
1588589581993,2149,Login,true,2025
1588589584143,0,List Products,false,0
1588589582054,2092,Login,true,1915
1588589582043,2105,Login,true,1989
1588589582046,2103,Login,true,1934
1588589582040,2110,Login,true,1951
1588589582051,2111,Login,true,1975
1588589582043,2122,Login,true,1994
1588589582033,2132,Login,true,1985
1588589584344,0,Look at Product,false,0
1588589584543,27,Add Product to Cart,false,27
1588589584744,0,List Products with different page,false,0
1588589584943,6,Add Product 2 to Cart,false,6
1588589585143,137,Logout,true,21
1588589585343,40,Home,true,40
1588589585543,63,Login,true,36
1588589584142,2340,List Products,true,2332
1588589584166,2330,List Products,true,2321
1588589584138,2419,List Products,true,2338
1588589584151,2397,List Products,true,2374
1588589584134,2370,List Products,true,2352
1588589584139,2358,List Products,true,2345
1588589584113,2389,List Products,true,2381
1588589584120,2431,List Products,true,2354
1588589584150,2400,List Products,true,2352
1588589584163,2377,List Products,true,2338
1588589584103,2419,List Products,true,2371
1588589584103,2451,List Products,true,2418
1588589584166,2357,List Products,true,2315
1588589584109,2430,List Products,true,2413
1588589584105,2430,List Products,true,2421
1588589584150,2360,List Products,true,2326
1588589585743,803,List Products,true,767
1588589584133,2378,List Products,true,2347
1588589584148,2382,List Products,true,2375
1588589584106,2420,List Products,true,2413
1588589586576,1714,Look at Product,true,1707
1588589586582,1708,Look at Product,true,1702
1588589586505,1786,Look at Product,true,1784
1588589586574,1719,Look at Product,true,1710
1588589586571,1723,Look at Product,true,1714
1588589586485,1812,Look at Product,true,1797
1588589586579,1718,Look at Product,true,1708
1588589586580,1717,Look at Product,true,1715
1588589586578,1720,Look at Product,true,1719
1588589586578,1720,Look at Product,true,1707
1588589586581,1719,Look at Product,true,1703
1588589586571,1729,Look at Product,true,1716
1588589586578,1723,Look at Product,true,1706
1588589586576,1733,Look at Product,true,1711
1588589586574,1738,Look at Product,true,1719
1588589586568,1747,Look at Product,true,1745
1588589586574,1744,Look at Product,true,1742
1588589586571,1750,Look at Product,true,1746
1588589586576,1749,Look at Product,true,1723
1588589586572,1757,Look at Product,true,1735
1588589588322,1388,Add Product to Cart,true,203
1588589588313,1398,Add Product to Cart,true,242
1588589588291,1419,Add Product to Cart,true,197
1588589588291,1425,Add Product to Cart,true,239
1588589588319,1402,Add Product to Cart,true,211
1588589588294,1428,Add Product to Cart,true,271
