"Series";"Time";"Value"
"Total apps memory used";"2020-05-04T16:36:10+02:00";9969315840
"Total apps memory used";"2020-05-04T16:36:15+02:00";9999245312
"Total apps memory used";"2020-05-04T16:36:20+02:00";9969295360
"Total apps memory used";"2020-05-04T16:36:25+02:00";9968025600
"Total apps memory used";"2020-05-04T16:36:30+02:00";9972523008
"Total apps memory used";"2020-05-04T16:36:35+02:00";9970483200
"Total apps memory used";"2020-05-04T16:36:40+02:00";9971576832
"Total apps memory used";"2020-05-04T16:36:45+02:00";9982779392
"Total apps memory used";"2020-05-04T16:36:50+02:00";9975582720
"Total apps memory used";"2020-05-04T16:36:55+02:00";9971400704
"Total apps memory used";"2020-05-04T16:37:00+02:00";9994616832
"Total apps memory used";"2020-05-04T16:37:05+02:00";9971654656
"Total apps memory used";"2020-05-04T16:37:10+02:00";9967833088
"Total apps memory used";"2020-05-04T16:37:15+02:00";9996124160
"Total apps memory used";"2020-05-04T16:37:20+02:00";9986662400
"Total apps memory used";"2020-05-04T16:37:25+02:00";9992617984
"Total apps memory used";"2020-05-04T16:37:30+02:00";9955184640
"Total apps memory used";"2020-05-04T16:37:35+02:00";9976823808
"Total apps memory used";"2020-05-04T16:37:40+02:00";9997193216
"Total apps memory used";"2020-05-04T16:37:45+02:00";9978806272
"Total apps memory used";"2020-05-04T16:37:50+02:00";9978114048
"Total apps memory used";"2020-05-04T16:37:55+02:00";9982144512
"Total apps memory used";"2020-05-04T16:38:00+02:00";10013483008
"Total apps memory used";"2020-05-04T16:38:05+02:00";10006085632
"Total apps memory used";"2020-05-04T16:38:10+02:00";9986502656
"Total apps memory used";"2020-05-04T16:38:15+02:00";9968730112
"Total apps memory used";"2020-05-04T16:38:20+02:00";9984307200
"Total apps memory used";"2020-05-04T16:38:25+02:00";9997668352
"Total apps memory used";"2020-05-04T16:38:30+02:00";9991012352
"Total apps memory used";"2020-05-04T16:38:35+02:00";9981652992
"Total apps memory used";"2020-05-04T16:38:40+02:00";9980284928
"Total apps memory used";"2020-05-04T16:38:45+02:00";9978605568
"Total apps memory used";"2020-05-04T16:38:50+02:00";9996124160
"Total apps memory used";"2020-05-04T16:38:55+02:00";10008068096
"Total apps memory used";"2020-05-04T16:39:00+02:00";9995042816
"Total apps memory used";"2020-05-04T16:39:05+02:00";9997639680
"Total apps memory used";"2020-05-04T16:39:10+02:00";9991856128
"Total apps memory used";"2020-05-04T16:39:15+02:00";9989967872
"Total apps memory used";"2020-05-04T16:39:20+02:00";9989423104
"Total apps memory used";"2020-05-04T16:39:25+02:00";9995743232
"Total apps memory used";"2020-05-04T16:39:30+02:00";9979576320
"Total apps memory used";"2020-05-04T16:39:35+02:00";9980813312
