"Series";"Time";"Value"
"Total Network Transmitted";"2020-05-04T16:36:10+02:00";1135725732.1631708
"Total Network Transmitted";"2020-05-04T16:36:15+02:00";1120602599.0229256
"Total Network Transmitted";"2020-05-04T16:36:20+02:00";1153703729.1347225
"Total Network Transmitted";"2020-05-04T16:36:25+02:00";1134466356.6283197
"Total Network Transmitted";"2020-05-04T16:36:30+02:00";1140471575.9826396
"Total Network Transmitted";"2020-05-04T16:36:35+02:00";1137046764.992382
"Total Network Transmitted";"2020-05-04T16:36:40+02:00";1118761437.2830372
"Total Network Transmitted";"2020-05-04T16:36:45+02:00";1123760569.72918
"Total Network Transmitted";"2020-05-04T16:36:50+02:00";1131851810.5939796
"Total Network Transmitted";"2020-05-04T16:36:55+02:00";1117590515.247353
"Total Network Transmitted";"2020-05-04T16:37:00+02:00";1124347739.7992282
"Total Network Transmitted";"2020-05-04T16:37:05+02:00";1125163295.3282
"Total Network Transmitted";"2020-05-04T16:37:10+02:00";1133339171.186887
"Total Network Transmitted";"2020-05-04T16:37:15+02:00";1148151935.402268
"Total Network Transmitted";"2020-05-04T16:37:20+02:00";1125482447.755854
"Total Network Transmitted";"2020-05-04T16:37:25+02:00";1129829497.4375243
"Total Network Transmitted";"2020-05-04T16:37:30+02:00";1131327939.8478584
"Total Network Transmitted";"2020-05-04T16:37:35+02:00";1127637362.2857797
"Total Network Transmitted";"2020-05-04T16:37:40+02:00";1117502909.5561342
"Total Network Transmitted";"2020-05-04T16:37:45+02:00";1153236782.3210063
"Total Network Transmitted";"2020-05-04T16:37:50+02:00";1143038178.0958016
"Total Network Transmitted";"2020-05-04T16:37:55+02:00";1134280914.4268494
"Total Network Transmitted";"2020-05-04T16:38:00+02:00";1132904247.7332664
"Total Network Transmitted";"2020-05-04T16:38:05+02:00";1111697884.143227
"Total Network Transmitted";"2020-05-04T16:38:10+02:00";1117807341.7263875
"Total Network Transmitted";"2020-05-04T16:38:15+02:00";1122166951.3838196
"Total Network Transmitted";"2020-05-04T16:38:20+02:00";1132760681.1784194
"Total Network Transmitted";"2020-05-04T16:38:25+02:00";1129037608.942745
"Total Network Transmitted";"2020-05-04T16:38:30+02:00";1144550531.2780142
"Total Network Transmitted";"2020-05-04T16:38:35+02:00";1128293659.6132011
"Total Network Transmitted";"2020-05-04T16:38:40+02:00";1122368107.955928
"Total Network Transmitted";"2020-05-04T16:38:45+02:00";1151894849.7094915
"Total Network Transmitted";"2020-05-04T16:38:50+02:00";1134217441.7127132
"Total Network Transmitted";"2020-05-04T16:38:55+02:00";1133653390.6621573
"Total Network Transmitted";"2020-05-04T16:39:00+02:00";1117856508.8980167
"Total Network Transmitted";"2020-05-04T16:39:05+02:00";1138492553.7356343
"Total Network Transmitted";"2020-05-04T16:39:10+02:00";1146413985.8177717
"Total Network Transmitted";"2020-05-04T16:39:15+02:00";1139046065.874697
"Total Network Transmitted";"2020-05-04T16:39:20+02:00";1154658276.8988628
"Total Network Transmitted";"2020-05-04T16:39:25+02:00";1134706514.3504205
"Total Network Transmitted";"2020-05-04T16:39:30+02:00";1128435229.4368563
"Total Network Transmitted";"2020-05-04T16:39:35+02:00";1124952702.4622266
"Total Network Transmitted";"2020-05-04T16:39:40+02:00";1134053782.1165318
"Total Network Transmitted";"2020-05-04T16:39:45+02:00";1124762274.9679136
"Total Network Transmitted";"2020-05-04T16:39:50+02:00";1115991822.2853122
"Total Network Transmitted";"2020-05-04T16:39:55+02:00";1140710772.59021
"Total Network Transmitted";"2020-05-04T16:40:00+02:00";1140823834.368329
"Total Network Transmitted";"2020-05-04T16:40:05+02:00";1133865850.1326516
"Total Network Transmitted";"2020-05-04T16:40:10+02:00";1142441727.142807
"Total Network Transmitted";"2020-05-04T16:40:15+02:00";1138531767.7338638
"Total Network Transmitted";"2020-05-04T16:40:20+02:00";1146939520.3624723
"Total Network Transmitted";"2020-05-04T16:40:25+02:00";1136745041.5252151
"Total Network Transmitted";"2020-05-04T16:40:30+02:00";1136388612.2208638
"Total Network Transmitted";"2020-05-04T16:40:35+02:00";1148692619.1864052
"Total Network Transmitted";"2020-05-04T16:40:40+02:00";1122963802.7254734
"Total Network Transmitted";"2020-05-04T16:40:45+02:00";1124337412.7298844
"Total Network Transmitted";"2020-05-04T16:40:50+02:00";1135542612.5999517
"Total Network Transmitted";"2020-05-04T16:40:55+02:00";1128910393.4679587
"Total Network Transmitted";"2020-05-04T16:41:00+02:00";1127723860.2195885
"Total Network Transmitted";"2020-05-04T16:41:05+02:00";1142507395.96002
"Total Network Transmitted";"2020-05-04T16:41:10+02:00";1136594466.1441202
"Total Network Transmitted";"2020-05-04T16:41:15+02:00";1124142255.9924126
"Total Network Transmitted";"2020-05-04T16:41:20+02:00";1133094229.1719794
"Total Network Transmitted";"2020-05-04T16:41:25+02:00";1133434667.2428358
"Total Network Transmitted";"2020-05-04T16:41:30+02:00";1125805862.2508557
"Total Network Transmitted";"2020-05-04T16:41:35+02:00";1147588132.2985585
"Total Network Transmitted";"2020-05-04T16:41:40+02:00";1130963600.7138665
"Total Network Transmitted";"2020-05-04T16:41:45+02:00";1142156269.5598307
"Total Network Transmitted";"2020-05-04T16:41:50+02:00";1124979531.5301592
"Total Network Transmitted";"2020-05-04T16:41:55+02:00";1134232136.7976127
"Total Network Transmitted";"2020-05-04T16:42:00+02:00";1151972360.8705654
