"Series";"Time";"Value"
"Total apps memory used";"2020-05-04T14:40:30+02:00";8968605696
"Total apps memory used";"2020-05-04T14:40:35+02:00";8972746752
"Total apps memory used";"2020-05-04T14:40:40+02:00";8988069888
"Total apps memory used";"2020-05-04T14:40:45+02:00";8991485952
"Total apps memory used";"2020-05-04T14:40:50+02:00";8996261888
"Total apps memory used";"2020-05-04T14:40:55+02:00";9005854720
"Total apps memory used";"2020-05-04T14:41:00+02:00";8985698304
"Total apps memory used";"2020-05-04T14:41:05+02:00";9005305856
"Total apps memory used";"2020-05-04T14:41:10+02:00";8996929536
"Total apps memory used";"2020-05-04T14:41:15+02:00";9012310016
"Total apps memory used";"2020-05-04T14:41:20+02:00";9021915136
"Total apps memory used";"2020-05-04T14:41:25+02:00";9015742464
"Total apps memory used";"2020-05-04T14:41:30+02:00";9034833920
"Total apps memory used";"2020-05-04T14:41:35+02:00";9032568832
"Total apps memory used";"2020-05-04T14:41:40+02:00";9038831616
"Total apps memory used";"2020-05-04T14:41:45+02:00";9030852608
"Total apps memory used";"2020-05-04T14:41:50+02:00";9043873792
"Total apps memory used";"2020-05-04T14:41:55+02:00";9049817088
"Total apps memory used";"2020-05-04T14:42:00+02:00";9053396992
"Total apps memory used";"2020-05-04T14:42:05+02:00";9065590784
"Total apps memory used";"2020-05-04T14:42:10+02:00";9055596544
"Total apps memory used";"2020-05-04T14:42:15+02:00";9069457408
"Total apps memory used";"2020-05-04T14:42:20+02:00";9073729536
"Total apps memory used";"2020-05-04T14:42:25+02:00";9082253312
"Total apps memory used";"2020-05-04T14:42:30+02:00";9089437696
"Total apps memory used";"2020-05-04T14:42:35+02:00";9076436992
"Total apps memory used";"2020-05-04T14:42:40+02:00";9084063744
"Total apps memory used";"2020-05-04T14:42:45+02:00";9083502592
"Total apps memory used";"2020-05-04T14:42:50+02:00";9089712128
"Total apps memory used";"2020-05-04T14:42:55+02:00";9104949248
"Total apps memory used";"2020-05-04T14:43:00+02:00";9124790272
"Total apps memory used";"2020-05-04T14:43:05+02:00";9097670656
"Total apps memory used";"2020-05-04T14:43:10+02:00";9103400960
"Total apps memory used";"2020-05-04T14:43:15+02:00";9098522624
"Total apps memory used";"2020-05-04T14:43:20+02:00";9105252352
"Total apps memory used";"2020-05-04T14:43:25+02:00";9115308032
"Total apps memory used";"2020-05-04T14:43:30+02:00";9108570112
"Total apps memory used";"2020-05-04T14:43:35+02:00";9096286208
"Total apps memory used";"2020-05-04T14:43:40+02:00";9125642240
"Total apps memory used";"2020-05-04T14:43:45+02:00";9105117184
"Total apps memory used";"2020-05-04T14:43:50+02:00";9096704000
"Total apps memory used";"2020-05-04T14:43:55+02:00";9116553216
"Total apps memory used";"2020-05-04T14:44:00+02:00";9096892416
"Total apps memory used";"2020-05-04T14:44:05+02:00";9095696384
"Total apps memory used";"2020-05-04T14:44:10+02:00";9101778944
"Total apps memory used";"2020-05-04T14:44:15+02:00";9106067456
"Total apps memory used";"2020-05-04T14:44:20+02:00";9111494656
"Total apps memory used";"2020-05-04T14:44:25+02:00";9120227328
"Total apps memory used";"2020-05-04T14:44:30+02:00";9106264064
"Total apps memory used";"2020-05-04T14:44:35+02:00";9133330432
"Total apps memory used";"2020-05-04T14:44:40+02:00";9102741504
"Total apps memory used";"2020-05-04T14:44:45+02:00";9101090816
"Total apps memory used";"2020-05-04T14:44:50+02:00";9096630272
"Total apps memory used";"2020-05-04T14:44:55+02:00";9102106624
