timeStamp,elapsed,label,success,Latency
1588018885048,116,Home,true,112
1588018885048,116,Home,true,112
1588018885083,86,Home,true,86
1588018885133,57,Home,true,57
1588018885182,63,Home,true,63
1588018885233,57,Home,true,57
1588018885285,78,Home,true,78
1588018885332,55,Home,true,55
1588018885167,249,Login,true,192
1588018885246,171,Login,true,122
1588018885167,252,Login,true,186
1588018885191,228,Login,true,170
1588018885170,250,Login,true,191
1588018885291,130,Login,true,85
1588018885382,51,Home,true,51
1588018885433,55,Home,true,55
1588018885364,149,Login,true,107
1588018885434,93,Login,true,61
1588018885388,148,Login,true,96
1588018885482,69,Home,true,68
1588018885420,151,List Products,true,97
1588018885532,55,Home,true,55
1588018885418,169,List Products,true,118
1588018885417,172,List Products,true,115
1588018885422,172,List Products,true,97
1588018885420,171,List Products,true,95
1588018885420,184,List Products,true,132
1588018885489,117,Login,true,80
1588018885514,107,List Products,true,61
1588018885528,125,List Products,true,76
1588018885582,79,Home,true,76
1588018885537,136,List Products,true,67
1588018885632,69,Home,true,68
1588018885551,188,Login,true,118
1588018885607,130,List Products,true,82
1588018885589,195,Login,true,87
1588018885682,123,Home,true,123
1588018885734,97,Home,true,95
1588018885606,247,Look at Product,true,221
1588018885661,228,Login,true,109
1588018885702,194,Login,true,73
1588018885786,115,Home,true,115
1588018885598,317,Look at Product,true,272
1588018885834,83,Home,true,83
1588018885574,389,Look at Product,true,337
1588018885740,234,List Products,true,188
1588018885654,327,Look at Product,true,301
1588018885597,401,Look at Product,true,356
1588018885884,117,Home,true,117
1588018885622,406,Look at Product,true,365
1588018885600,442,Look at Product,true,394
1588018885806,603,Login,true,185
1588018885832,578,Login,true,153
1588018885933,478,Home,true,478
1588018885597,838,Look at Product,true,811
1588018885785,653,List Products,true,234
1588018885898,604,List Products,true,511
1588018885902,615,Login,true,507
1588018886002,520,Login,true,407
1588018885918,604,Login,true,491
1588018885916,618,Add Product to Cart,true,69
1588018885855,679,Add Product to Cart,true,110
1588018886412,178,Login,true,94
1588018885742,878,Look at Product,true,811
1588018885674,962,Look at Product,true,879
1588018886440,197,Look at Product,true,150
1588018886044,626,Add Product to Cart,true,369
1588018885976,694,Look at Product,true,591
1588018885891,780,List Products,true,669
1588018885964,737,Add Product to Cart,true,445
1588018886536,164,List Products with different page,true,135
1588018885982,739,Add Product to Cart,true,428
1588018886519,240,List Products,true,151
1588018886029,745,Add Product to Cart,true,384
1588018885999,775,Add Product to Cart,true,413
1588018886523,250,List Products,true,163
1588018886536,237,List Products with different page,true,190
1588018886523,251,List Products,true,147
1588018886436,358,Add Product to Cart,true,51
1588018886411,390,List Products,true,172
1588018886592,259,List Products,true,182
1588018886506,360,Look at Product,true,298
1588018886722,268,List Products with different page,true,226
1588018886702,288,List Products with different page,true,238
1588018886412,578,List Products,true,288
1588018886672,318,List Products with different page,true,265
1588018886621,383,Add Product to Cart,true,59
1588018886637,388,Add Product to Cart,true,63
1588018886637,401,Add Product to Cart,true,83
1588018886775,263,List Products with different page,true,205
