timeStamp,elapsed,label,success,Latency
1588019041055,104,Home,true,101
1588019041055,104,Home,true,101
1588019041086,73,Home,true,70
1588019041136,49,Home,true,49
1588019041186,53,Home,true,53
1588019041235,65,Home,true,65
1588019041162,151,Login,true,113
1588019041163,172,Login,true,138
1588019041162,186,Login,true,144
1588019041186,162,Login,true,124
1588019041240,119,Login,true,80
1588019041286,188,Home,true,188
1588019041336,156,Home,true,155
1588019041436,56,Home,true,55
1588019041385,109,Home,true,107
1588019041314,248,List Products,true,184
1588019041300,379,Login,true,176
1588019041486,200,Home,true,200
1588019041636,85,Home,true,85
1588019041586,137,Home,true,137
1588019041535,222,Home,true,222
1588019041567,209,Look at Product,true,161
1588019041690,87,Home,true,86
1588019041348,439,List Products,true,391
1588019041336,457,List Products,true,405
1588019041740,59,Home,true,59
1588019041359,440,List Products,true,367
1588019041348,483,List Products,true,395
1588019041681,151,List Products,true,81
1588019041836,121,Home,true,120
1588019041786,183,Home,true,183
1588019041493,483,Login,true,372
1588019041475,501,Login,true,411
1588019041888,91,Home,true,91
1588019041495,486,Login,true,370
1588019041493,499,Login,true,444
1588019041938,66,Home,true,66
1588019041723,288,Login,true,240
1588019041759,262,Login,true,192
1588019041725,327,Login,true,265
1588019041688,401,Login,true,308
1588019041800,344,Login,true,274
1588019041778,381,Login,true,243
1588019041958,242,Login,true,174
1588019041980,263,Login,true,132
1588019041834,414,Look at Product,true,368
1588019042005,256,Login,true,169
1588019041977,298,List Products,true,235
1588019041977,299,List Products,true,253
1588019041993,297,List Products,true,246
1588019041970,335,Login,true,278
1588019041794,513,Look at Product,true,470
1588019042053,275,List Products,true,229
1588019041788,576,Look at Product,true,530
1588019041833,531,Look at Product,true,480
1588019042022,355,List Products,true,306
1588019042160,217,List Products,true,149
1588019042012,423,List Products,true,357
1588019041801,642,Look at Product,true,593
1588019041777,672,Add Product to Cart,true,188
1588019042145,310,List Products,true,261
1588019042202,268,List Products,true,218
1588019042090,389,List Products,true,320
1588019042262,228,List Products,true,177
1588019042245,248,List Products,true,179
1588019041982,517,List Products,true,426
1588019042305,263,List Products,true,201
1588019042279,358,Look at Product,true,317
1588019042450,293,List Products with different page,true,249
1588019042250,505,Add Product to Cart,true,61
1588019042307,498,Add Product to Cart,true,75
1588019042379,430,Look at Product,true,404
1588019042278,533,Look at Product,true,487
1588019042365,448,Add Product to Cart,true,66
1588019042365,485,Add Product to Cart,true,61
1588019042639,243,Add Product to Cart,true,65
1588019042436,465,Look at Product,true,427
1588019042472,431,Look at Product,true,393
1588019042495,431,Look at Product,true,360
1588019042379,559,Look at Product,true,493
1588019042569,373,Look at Product,true,339
1588019042330,619,Look at Product,true,514
1588019042291,676,Look at Product,true,621
1588019042850,117,List Products with different page,true,82
1588019042492,480,Look at Product,true,455
1588019042757,215,List Products with different page,true,123
1588019042883,95,List Products with different page,true,68
1588019042815,167,List Products with different page,true,109
1588019042482,527,Look at Product,true,377
1588019042501,569,Look at Product,true,429
1588019042444,628,Add Product to Cart,true,46
1588019042457,635,Look at Product,true,419
1588019042807,352,List Products with different page,true,184
1588019042810,399,Add Product to Cart,true,43
1588019042902,326,Add Product to Cart,true,45
1588019042747,483,Add Product 2 to Cart,true,33
1588019042813,422,Add Product to Cart,true,39
1588019042927,327,Add Product to Cart,true,40
1588019042943,404,Add Product to Cart,true,73
1588019043230,130,Logout,true,52
1588019042904,466,Add Product to Cart,true,45
1588019042973,415,Add Product to Cart,true,85
1588019042974,418,Add Product 2 to Cart,true,76
1588019042939,453,Add Product to Cart,true,129
1588019042979,415,Add Product 2 to Cart,true,55
1588019042984,414,Add Product 2 to Cart,true,70
1588019043010,392,Add Product to Cart,true,66
1588019042949,463,Add Product to Cart,true,85
1588019043093,328,Add Product to Cart,true,103
1588019043361,60,Home,true,60
1588019043072,364,List Products with different page,true,289
1588019043070,370,Add Product to Cart,true,40
1588019043236,214,List Products with different page,true,170
1588019043229,232,List Products with different page,true,185
1588019043209,260,List Products with different page,true,227
1588019042969,529,Add Product 2 to Cart,true,107
